state,state_name,county,NAME,population_size,percent_65plus,count_65plus,CODE
72,Wyoming,81,"Lares Municipio, Puerto Rico",28727,17.01883246,4889,WY
12,Hawaii,7,"Bradford County, Florida",27223,17.01869742,4633,HI
29,Nevada,145,"Newton County, Missouri",58777,17.01856168,10003,NV
47,Virginia,41,"DeKalb County, Tennessee",19038,17.01334174,3239,VA
39,Pennsylvania,105,"Meigs County, Ohio",23473,17.00251353,3991,PA
29,Nevada,109,"Lawrence County, Missouri",38244,16.99613011,6500,NV
46,Vermont,35,"Davison County, South Dakota",19787,16.99600748,3363,VT
48,Washington,63,"Camp County, Texas",12516,16.99424736,2127,WA
55,Wyoming,3,"Ashland County, Wisconsin",15993,16.98868255,2717,WY
23,Michigan,11,"Kennebec County, Maine",121112,16.98593038,20572,MI
17,Kansas,83,"Jersey County, Illinois",22625,16.98563536,3843,KS
21,Maryland,31,"Butler County, Kentucky",12835,16.98480717,2180,MD
38,Oregon,13,"Burke County, North Dakota",2208,16.98369565,375,OR
37,Oklahoma,73,"Gates County, North Carolina",11724,16.98225861,1991,OK
40,Rhode Island,133,"Seminole County, Oklahoma",25481,16.98128017,4327,RI
1,Alabama,65,"Hale County, Alabama",15256,16.97692711,2590,AL
20,Maine,87,"Jefferson County, Kansas",18898,16.97534131,3208,ME
44,Texas,3,"Kent County, Rhode Island",164958,16.95946847,27976,TX
27,Montana,119,"Polk County, Minnesota",31547,16.95565347,5349,MT
19,Louisiana,187,"Webster County, Iowa",37295,16.95401528,6323,LA
48,Washington,223,"Hopkins County, Texas",35645,16.95048394,6042,WA
45,Utah,3,"Aiken County, South Carolina",163908,16.94304122,27771,UT
27,Montana,67,"Kandiyohi County, Minnesota",42444,16.93525587,7188,MT
20,Maine,85,"Jackson County, Kansas",13400,16.93283582,2269,ME
48,Washington,91,"Comal County, Texas",119632,16.93192457,20256,WA
18,Kentucky,179,"Wells County, Indiana",27796,16.9304936,4706,KY
19,Louisiana,127,"Marshall County, Iowa",40962,16.92788438,6934,LA
30,New Hampshire,21,"Dawson County, Montana",9365,16.9247197,1585,NH
36,Ohio,37,"Genesee County, New York",59458,16.92455178,10063,OH
20,Maine,43,"Doniphan County, Kansas",7859,16.92327268,1330,ME
48,Washington,293,"Limestone County, Texas",23454,16.90116824,3964,WA
35,North Dakota,57,"Torrance County, New Mexico",15853,16.89900965,2679,ND
42,South Dakota,35,"Clinton County, Pennsylvania",39614,16.89049326,6691,SD
21,Maryland,65,"Estill County, Kentucky",14476,16.89002487,2445,MD
42,South Dakota,95,"Northampton County, Pennsylvania",299616,16.88995247,50605,SD
8,Delaware,21,"Conejos County, Colorado",8249,16.88689538,1393,DE
49,West Virginia,33,"Rich County, Utah",2292,16.88481675,387,WV
21,Maryland,27,"Breckinridge County, Kentucky",20061,16.88350531,3387,MD
54,Wyoming,77,"Preston County, West Virginia",33809,16.88307847,5708,WY
19,Louisiana,123,"Mahaska County, Iowa",22396,16.88247901,3781,LA
39,Pennsylvania,5,"Ashland County, Ohio",53189,16.88131005,8979,PA
29,Nevada,167,"Polk County, Missouri",31107,16.88044492,5251,NV
1,Alabama,55,"Etowah County, Alabama",103766,16.88028834,17516,AL
39,Pennsylvania,73,"Hocking County, Ohio",28914,16.87072007,4878,PA
13,Idaho,127,"Glynn County, Georgia",81743,16.8687227,13789,ID
13,Idaho,273,"Terrell County, Georgia",9213,16.86746988,1554,ID
5,California,111,"Poinsett County, Arkansas",24210,16.86493185,4083,CA
4,Arkansas,27,"Yuma County, Arizona",202987,16.8611783,34226,AR
6,Colorado,79,"San Luis Obispo County, California",276517,16.86116948,46624,CO
45,Utah,39,"Fairfield County, South Carolina",23108,16.85563441,3895,UT
36,Ohio,63,"Niagara County, New York",214150,16.85407425,36093,OH
39,Pennsylvania,53,"Gallia County, Ohio",30565,16.84606576,5149,PA
18,Kentucky,121,"Parke County, Indiana",17107,16.84105922,2881,KY
54,Wyoming,109,"Wyoming County, West Virginia",22866,16.83722558,3850,WY
13,Idaho,221,"Oglethorpe County, Georgia",14688,16.83687364,2473,ID
21,Maryland,83,"Graves County, Kentucky",37502,16.83110234,6312,MD
41,South Carolina,31,"Jefferson County, Oregon",22061,16.83060605,3713,SC
21,Maryland,13,"Bell County, Kentucky",27950,16.83005367,4704,MD
27,Montana,137,"St. Louis County, Minnesota",200506,16.8299203,33745,MT
28,Nebraska,57,"Itawamba County, Mississippi",23451,16.82657456,3946,NE
38,Oregon,7,"Billings County, North Dakota",969,16.82146543,163,OR
39,Pennsylvania,7,"Ashtabula County, Ohio",99777,16.8195075,16782,PA
21,Maryland,229,"Washington County, Kentucky",11910,16.81780017,2003,MD
40,Rhode Island,7,"Beaver County, Oklahoma",5530,16.81735986,930,RI
37,Oklahoma,99,"Jackson County, North Carolina",40812,16.81613251,6863,OK
42,South Dakota,37,"Columbia County, Pennsylvania",66912,16.81462219,11251,SD
12,Hawaii,133,"Washington County, Florida",24629,16.81351253,4141,HI
19,Louisiana,119,"Lyon County, Iowa",11723,16.81310245,1971,LA
28,Nebraska,129,"Smith County, Mississippi",16257,16.81121978,2733,NE
12,Hawaii,23,"Columbia County, Florida",67806,16.81119665,11399,HI
17,Kansas,141,"Ogle County, Illinois",52397,16.81012272,8808,KS
72,Wyoming,11,"A?asco Municipio, Puerto Rico",28579,16.80254732,4802,WY
15,Indiana,1,"Hawaii County, Hawaii",191482,16.79949029,32168,IN
48,Washington,353,"Nolan County, Texas",15061,16.79835336,2530,WA
24,Minnesota,35,"Queen Anne's County, Maryland",48600,16.7962963,8163,MN
16,Iowa,75,"Payette County, Idaho",22700,16.79295154,3812,IA
19,Louisiana,15,"Boone County, Iowa",26401,16.78724291,4432,LA
72,Wyoming,71,"Isabela Municipio, Puerto Rico",44438,16.7806832,7457,WY
31,New Jersey,155,"Saunders County, Nebraska",20913,16.77903696,3509,NJ
72,Wyoming,25,"Caguas Municipio, Puerto Rico",138262,16.77684396,23196,WY
13,Idaho,307,"Webster County, Georgia",2720,16.76470588,456,ID
55,Wyoming,89,"Ozaukee County, Wisconsin",87273,16.76234345,14629,WY
5,California,41,"Desha County, Arkansas",12379,16.76225866,2075,CA
38,Oregon,57,"Mercer County, North Dakota",8633,16.76126491,1447,OR
17,Kansas,145,"Perry County, Illinois",21810,16.75836772,3655,KS
5,California,37,"Cross County, Arkansas",17467,16.75731379,2927,CA
22,Massachusetts,41,"Franklin Parish, Louisiana",20550,16.74939173,3442,MA
46,Vermont,135,"Yankton County, South Dakota",22636,16.74324086,3790,VT
29,Nevada,49,"Clinton County, Missouri",20498,16.74309689,3432,NV
53,Wyoming,7,"Chelan County, Washington",74267,16.73825521,12431,WY
36,Ohio,99,"Seneca County, New York",35144,16.73685409,5882,OH
15,Indiana,7,"Kauai County, Hawaii",69691,16.73673789,11664,IN
20,Maine,35,"Cowley County, Kansas",36079,16.7354971,6038,ME
47,Virginia,7,"Bledsoe County, Tennessee",13686,16.7324273,2290,VA
21,Maryland,17,"Bourbon County, Kentucky",20013,16.72912607,3348,MD
41,South Carolina,43,"Linn County, Oregon",118971,16.72844643,19902,SC
41,South Carolina,39,"Lane County, Oregon",357060,16.72351986,59713,SC
27,Montana,149,"Stevens County, Minnesota",9771,16.72295569,1634,MT
51,Wyoming,109,"Louisa County, Virginia",33986,16.72159124,5683,WY
17,Kansas,105,"Livingston County, Illinois",37689,16.72105919,6302,KS
13,Idaho,197,"Marion County, Georgia",8739,16.71815997,1461,ID
22,Massachusetts,91,"St. Helena Parish, Louisiana",10818,16.71288593,1808,MA
39,Pennsylvania,109,"Miami County, Ohio",103517,16.70836674,17296,PA
30,New Hampshire,93,"Silver Bow County, Montana",34549,16.70670642,5772,NH
36,Ohio,111,"Ulster County, New York",181300,16.70601213,30288,OH
40,Rhode Island,13,"Bryan County, Oklahoma",44003,16.70340659,7350,RI
37,Oklahoma,145,"Person County, North Carolina",39262,16.70317355,6558,OK
31,New Jersey,111,"Lincoln County, Nebraska",35896,16.69545353,5993,NJ
18,Kentucky,25,"Crawford County, Indiana",10591,16.69341894,1768,KY
29,Nevada,186,"Ste. Genevieve County, Missouri",17990,16.692607,3003,NV
17,Kansas,51,"Fayette County, Illinois",22136,16.69226599,3695,KS
37,Oklahoma,141,"Pender County, North Carolina",55166,16.68781496,9206,OK
16,Iowa,29,"Caribou County, Idaho",6808,16.68625147,1136,IA
37,Oklahoma,45,"Cleveland County, North Carolina",97178,16.68278829,16212,OK
28,Nebraska,9,"Benton County, Mississippi",8470,16.6824085,1413,NE
17,Kansas,107,"Logan County, Illinois",29956,16.6777941,4996,KS
5,California,77,"Lee County, Arkansas",9966,16.67670078,1662,CA
21,Maryland,141,"Logan County, Kentucky",26851,16.67349447,4477,MD
39,Pennsylvania,135,"Preble County, Ohio",41682,16.66426755,6946,PA
40,Rhode Island,107,"Okfuskee County, Oklahoma",12248,16.66394513,2041,RI
20,Maine,191,"Sumner County, Kansas",23638,16.66384635,3939,ME
40,Rhode Island,81,"Lincoln County, Oklahoma",34504,16.66183631,5749,RI
48,Washington,47,"Brooks County, Texas",7221,16.65974242,1203,WA
42,South Dakota,41,"Cumberland County, Pennsylvania",241427,16.65845162,40218,SD
21,Maryland,123,"Larue County, Kentucky",14149,16.65135345,2356,MD
55,Wyoming,121,"Trempealeau County, Wisconsin",29412,16.6496668,4897,WY
72,Wyoming,49,"Culebra Municipio, Puerto Rico",1557,16.63455363,259,WY
28,Nebraska,3,"Alcorn County, Mississippi",37319,16.63227846,6207,NE
54,Wyoming,11,"Cabell County, West Virginia",96824,16.62914154,16101,WY
50,Wisconsin,13,"Grand Isle County, Vermont",6952,16.6283084,1156,WI
72,Wyoming,35,"Cayey Municipio, Puerto Rico",46647,16.6270071,7756,WY
36,Ohio,9,"Cattaraugus County, New York",78962,16.62445227,13127,OH
40,Rhode Island,149,"Washita County, Oklahoma",11649,16.61945231,1936,RI
36,Ohio,115,"Washington County, New York",62700,16.61881978,10420,OH
33,New York,5,"Cheshire County, New Hampshire",76430,16.61782023,12701,NY
26,Missouri,145,"Saginaw County, Michigan",196479,16.61398928,32643,MO
42,South Dakota,63,"Indiana County, Pennsylvania",87895,16.61186643,14601,SD
18,Kentucky,151,"Steuben County, Indiana",34267,16.6078151,5691,KY
35,North Dakota,28,"Los Alamos County, New Mexico",17939,16.60627683,2979,ND
55,Wyoming,111,"Sauk County, Wisconsin",62992,16.60528321,10460,WY
5,California,125,"Saline County, Arkansas",113833,16.60414818,18901,CA
40,Rhode Island,97,"Mayes County, Oklahoma",41007,16.60204355,6808,RI
21,Maryland,107,"Hopkins County, Kentucky",46518,16.59787609,7721,MD
18,Kentucky,101,"Martin County, Indiana",10262,16.59520561,1703,KY
21,Maryland,1,"Adair County, Kentucky",18852,16.59240399,3128,MD
40,Rhode Island,111,"Okmulgee County, Oklahoma",39446,16.58976829,6544,RI
18,Kentucky,119,"Owen County, Indiana",21192,16.58172895,3514,KY
72,Wyoming,59,"Guayanilla Municipio, Puerto Rico",20442,16.57861266,3389,WY
51,Wyoming,93,"Isle of Wight County, Virginia",35740,16.57806379,5925,WY
51,Wyoming,73,"Gloucester County, Virginia",37001,16.57793033,6134,WY
48,Washington,487,"Wilbarger County, Texas",13158,16.5754674,2181,WA
39,Pennsylvania,143,"Sandusky County, Ohio",60187,16.57500789,9976,PA
30,New Hampshire,13,"Cascade County, Montana",82090,16.57449141,13606,NH
19,Louisiana,179,"Wapello County, Iowa",35315,16.56803058,5851,LA
37,Oklahoma,95,"Hyde County, North Carolina",5693,16.56420165,943,OK
40,Rhode Island,135,"Sequoyah County, Oklahoma",41464,16.56376616,6868,RI
48,Washington,459,"Upshur County, Texas",40096,16.5627494,6641,WA
17,Kansas,101,"Lawrence County, Illinois",16665,16.56165617,2760,KS
45,Utah,7,"Anderson County, South Carolina",191215,16.55937034,31664,UT
37,Oklahoma,49,"Craven County, North Carolina",104450,16.54858784,17285,OK
42,South Dakota,59,"Greene County, Pennsylvania",37938,16.54805208,6278,SD
17,Kansas,179,"Tazewell County, Illinois",135697,16.54494941,22451,KS
48,Washington,181,"Grayson County, Texas",122780,16.54341098,20312,WA
6,Colorado,7,"Butte County, California",222564,16.5431067,36819,CO
34,North Carolina,33,"Salem County, New Jersey",65120,16.54176904,10772,NC
21,Maryland,9,"Barren County, Kentucky",42925,16.53814793,7099,MD
39,Pennsylvania,71,"Highland County, Ohio",43170,16.53694695,7139,PA
36,Ohio,11,"Cayuga County, New York",79173,16.53594028,13092,OH
40,Rhode Island,89,"McCurtain County, Oklahoma",33143,16.53441149,5480,RI
5,California,67,"Jackson County, Arkansas",17597,16.53122691,2909,CA
8,Delaware,101,"Pueblo County, Colorado",161519,16.52684823,26694,DE
28,Nebraska,111,"Perry County, Mississippi",12187,16.52580619,2014,NE
13,Idaho,7,"Baker County, Georgia",3292,16.52490887,544,ID
18,Kentucky,95,"Madison County, Indiana",130280,16.52364139,21527,KY
2,Alaska,100,"Haines Borough, Alaska",2560,16.5234375,423,AK
16,Iowa,47,"Gooding County, Idaho",15233,16.52333749,2517,IA
27,Montana,87,"Mahnomen County, Minnesota",5496,16.52110626,908,MT
38,Oregon,25,"Dunn County, North Dakota",4195,16.51966627,693,OR
39,Pennsylvania,11,"Auglaize County, Ohio",45873,16.51952129,7578,PA
48,Washington,365,"Panola County, Texas",23900,16.51464435,3947,WA
29,Nevada,127,"Marion County, Missouri",28840,16.51178918,4762,NV
18,Kentucky,137,"Ripley County, Indiana",28612,16.51055501,4724,KY
38,Oregon,75,"Renville County, North Dakota",2562,16.51053864,423,OR
1,Alabama,85,"Lowndes County, Alabama",10742,16.50530627,1773,AL
28,Nebraska,117,"Prentiss County, Mississippi",25380,16.50118203,4188,NE
54,Wyoming,43,"Lincoln County, West Virginia",21560,16.48423006,3554,WY
40,Rhode Island,79,"Le Flore County, Oklahoma",49899,16.48329626,8225,RI
1,Alabama,9,"Blount County, Alabama",57710,16.48241206,9512,AL
72,Wyoming,65,"Hatillo Municipio, Puerto Rico",41578,16.47746404,6851,WY
47,Virginia,179,"Washington County, Tennessee",125317,16.46624161,20635,VA
28,Nebraska,109,"Pearl River County, Mississippi",55196,16.46133778,9086,NE
29,Nevada,7,"Audrain County, Missouri",25783,16.46045844,4244,NV
13,Idaho,23,"Bleckley County, Georgia",12746,16.4600659,2098,ID
45,Utah,75,"Orangeburg County, South Carolina",90575,16.45818383,14907,UT
42,South Dakota,19,"Butler County, Pennsylvania",185689,16.45816392,30561,SD
48,Washington,145,"Falls County, Texas",17410,16.45605974,2865,WA
30,New Hampshire,25,"Fallon County, Montana",3057,16.45403991,503,NH
6,Colorado,55,"Napa County, California",140295,16.45318793,23083,CO
18,Kentucky,83,"Knox County, Indiana",38062,16.45210446,6262,KY
48,Washington,65,"Carson County, Texas",6068,16.44693474,998,WA
29,Nevada,201,"Scott County, Missouri",39061,16.44607153,6424,NV
22,Massachusetts,67,"Morehouse Parish, Louisiana",27012,16.44084111,4441,MA
26,Missouri,15,"Barry County, Michigan",59147,16.43363146,9720,MO
47,Virginia,31,"Coffee County, Tennessee",53448,16.43279449,8783,VA
5,California,63,"Independence County, Arkansas",36952,16.43212817,6072,CA
18,Kentucky,75,"Jay County, Indiana",21255,16.42907551,3492,KY
30,New Hampshire,29,"Flathead County, Montana",93333,16.42720153,15332,NH
18,Kentucky,107,"Montgomery County, Indiana",38172,16.42303259,6269,KY
21,Maryland,183,"Ohio County, Kentucky",24065,16.4221899,3952,MD
28,Nebraska,1,"Adams County, Mississippi",31979,16.42015072,5251,NE
29,Nevada,195,"Saline County, Missouri",23334,16.41810234,3831,NV
13,Idaho,83,"Dade County, Georgia",16445,16.41228337,2699,ID
48,Washington,287,"Lee County, Texas",16664,16.4006241,2733,WA
47,Virginia,183,"Weakley County, Tennessee",34415,16.39691995,5643,VA
42,South Dakota,109,"Snyder County, Pennsylvania",40046,16.39364731,6565,SD
21,Maryland,137,"Lincoln County, Kentucky",24498,16.39317495,4016,MD
45,Utah,47,"Greenwood County, South Carolina",69771,16.38359777,11431,UT
39,Pennsylvania,107,"Mercer County, Ohio",40863,16.37912048,6693,PA
72,Wyoming,83,"Las Marias Municipio, Puerto Rico",9306,16.37653127,1524,WY
53,Wyoming,59,"Skamania County, Washington",11243,16.37463311,1841,WY
28,Nebraska,69,"Kemper County, Mississippi",10211,16.37449809,1672,NE
19,Louisiana,11,"Benton County, Iowa",25803,16.37406503,4225,LA
5,California,139,"Union County, Arkansas",40633,16.37339109,6653,CA
36,Ohio,3,"Allegany County, New York",48070,16.37195756,7870,OH
41,South Carolina,53,"Polk County, Oregon",77264,16.36984883,12648,SC
26,Missouri,107,"Mecosta County, Michigan",43301,16.36913697,7088,MO
5,California,149,"Yell County, Arkansas",21835,16.36363636,3573,CA
18,Kentucky,123,"Perry County, Indiana",19414,16.35932832,3176,KY
47,Virginia,177,"Warren County, Tennessee",40015,16.35636636,6545,VA
21,Maryland,97,"Harrison County, Kentucky",18648,16.35564136,3050,MD
40,Rhode Island,37,"Creek County, Oklahoma",70761,16.35505434,11573,RI
40,Rhode Island,151,"Woods County, Oklahoma",9033,16.35115687,1477,RI
37,Oklahoma,65,"Edgecombe County, North Carolina",55280,16.34949349,9038,OK
18,Kentucky,149,"Starke County, Indiana",23117,16.3472769,3779,KY
55,Wyoming,65,"Lafayette County, Wisconsin",16835,16.34689635,2752,WY
26,Missouri,23,"Branch County, Michigan",43706,16.34558184,7144,MO
72,Wyoming,145,"Vega Baja Municipio, Puerto Rico",56858,16.3424672,9292,WY
39,Pennsylvania,125,"Paulding County, Ohio",19165,16.34229063,3132,PA
39,Pennsylvania,39,"Defiance County, Ohio",38669,16.34125527,6319,PA
21,Maryland,187,"Owen County, Kentucky",10711,16.33834376,1750,MD
17,Kansas,49,"Effingham County, Illinois",34332,16.33752767,5609,KS
21,Maryland,121,"Knox County, Kentucky",31809,16.33185576,5195,MD
18,Kentucky,161,"Union County, Indiana",7299,16.33100425,1192,KY
29,Nevada,105,"Laclede County, Missouri",35514,16.31750859,5795,NV
13,Idaho,155,"Irwin County, Georgia",9408,16.31590136,1535,ID
28,Nebraska,155,"Webster County, Mississippi",9999,16.31163116,1631,NE
31,New Jersey,1,"Adams County, Nebraska",31442,16.30939508,5128,NJ
45,Utah,23,"Chester County, South Carolina",32556,16.30728591,5309,UT
36,Ohio,15,"Chemung County, New York",88267,16.3062073,14393,OH
72,Wyoming,9,"Aibonito Municipio, Puerto Rico",24829,16.30351605,4048,WY
50,Wisconsin,23,"Washington County, Vermont",59132,16.30250964,9640,WI
55,Wyoming,45,"Green County, Wisconsin",37044,16.29683619,6037,WY
26,Missouri,55,"Grand Traverse County, Michigan",89907,16.29572781,14651,MO
16,Iowa,55,"Kootenai County, Idaho",145046,16.29483061,23635,IA
47,Virginia,77,"Henderson County, Tennessee",28013,16.29243565,4564,VA
8,Delaware,77,"Mesa County, Colorado",147834,16.29124559,24084,DE
5,California,27,"Columbia County, Arkansas",24327,16.28232006,3961,CA
13,Idaho,163,"Jefferson County, Georgia",16374,16.28191035,2666,ID
29,Nevada,177,"Ray County, Missouri",23031,16.27806001,3749,NV
39,Pennsylvania,119,"Muskingum County, Ohio",86016,16.27604167,14000,PA
41,South Carolina,9,"Columbia County, Oregon",49389,16.27285428,8037,SC
48,Washington,239,"Jackson County, Texas",14486,16.27088223,2357,WA
72,Wyoming,115,"Quebradillas Municipio, Puerto Rico",25205,16.26661377,4100,WY
31,New Jersey,159,"Seward County, Nebraska",16998,16.26073656,2764,NJ
46,Vermont,101,"Moody County, South Dakota",6439,16.26028886,1047,VT
13,Idaho,321,"Worth County, Georgia",21156,16.2601626,3440,ID
29,Nevada,53,"Cooper County, Missouri",17593,16.25646564,2860,NV
54,Wyoming,45,"Logan County, West Virginia",35760,16.25279642,5812,WY
19,Louisiana,19,"Buchanan County, Iowa",20998,16.24916659,3412,LA
36,Ohio,29,"Erie County, New York",921584,16.24822046,149741,OH
21,Maryland,189,"Owsley County, Kentucky",4616,16.24783362,750,MD
39,Pennsylvania,145,"Scioto County, Ohio",78017,16.2374867,12668,PA
55,Wyoming,49,"Iowa County, Wisconsin",23769,16.23543271,3859,WY
36,Ohio,49,"Lewis County, New York",27124,16.23285651,4403,OH
13,Idaho,251,"Screven County, Georgia",14206,16.23257778,2306,ID
48,Washington,95,"Concho County, Texas",4086,16.22613803,663,WA
45,Utah,67,"Marion County, South Carolina",32167,16.22470233,5219,UT
39,Pennsylvania,113,"Montgomery County, Ohio",533763,16.22199366,86587,PA
36,Ohio,105,"Sullivan County, New York",76330,16.21642867,12378,OH
46,Vermont,5,"Beadle County, South Dakota",18168,16.20981946,2945,VT
26,Missouri,91,"Lenawee County, Michigan",98902,16.20493013,16027,MO
48,Washington,279,"Lamb County, Texas",13742,16.19123854,2225,WA
45,Utah,59,"Laurens County, South Carolina",66389,16.19093525,10749,UT
29,Nevada,163,"Pike County, Missouri",18517,16.19052762,2998,NV
29,Nevada,157,"Perry County, Missouri",19100,16.18848168,3092,NV
19,Louisiana,125,"Marion County, Iowa",33248,16.18743985,5382,LA
21,Maryland,203,"Rockcastle County, Kentucky",16942,16.18462991,2742,MD
21,Maryland,135,"Lewis County, Kentucky",13790,16.17839014,2231,MD
17,Kansas,5,"Bond County, Illinois",17313,16.1612661,2798,KS
39,Pennsylvania,35,"Cuyahoga County, Ohio",1263189,16.15720213,204096,PA
47,Virginia,23,"Chester County, Tennessee",17324,16.15677673,2799,VA
19,Louisiana,115,"Louisa County, Iowa",11271,16.15650785,1821,LA
39,Pennsylvania,47,"Fayette County, Ohio",28769,16.15280336,4647,PA
72,Wyoming,17,"Barceloneta Municipio, Puerto Rico",24775,16.14530777,4000,WY
37,Oklahoma,57,"Davidson County, North Carolina",163867,16.1417491,26451,OK
1,Alabama,53,"Escambia County, Alabama",37935,16.1407671,6123,AL
29,Nevada,151,"Osage County, Missouri",13758,16.12879779,2219,NV
42,South Dakota,17,"Bucks County, Pennsylvania",626583,16.12715315,101050,SD
48,Washington,229,"Hudspeth County, Texas",3330,16.12612613,537,WA
29,Nevada,219,"Warren County, Missouri",33043,16.12444391,5328,NV
48,Washington,177,"Gonzales County, Texas",20172,16.12135634,3252,WA
1,Alabama,87,"Macon County, Alabama",20018,16.12049156,3227,AL
17,Kansas,41,"Douglas County, Illinois",19826,16.12024614,3196,KS
13,Idaho,275,"Thomas County, Georgia",44824,16.11859718,7225,ID
26,Missouri,147,"St. Clair County, Michigan",160429,16.11491688,25853,MO
55,Wyoming,43,"Grant County, Wisconsin",51489,16.11412146,8297,WY
28,Nebraska,43,"Grenada County, Mississippi",21591,16.11319531,3479,NE
72,Wyoming,119,"Rio Grande Municipio, Puerto Rico",53029,16.09873843,8537,WY
13,Idaho,295,"Walker County, Georgia",68285,16.09577506,10991,ID
21,Maryland,133,"Letcher County, Kentucky",23671,16.09141988,3809,MD
5,California,61,"Howard County, Arkansas",13555,16.09000369,2181,CA
27,Montana,113,"Pennington County, Minnesota",14110,16.08788094,2270,MT
39,Pennsylvania,91,"Logan County, Ohio",45484,16.08477706,7316,PA
18,Kentucky,21,"Clay County, Indiana",26686,16.0795923,4291,KY
22,Massachusetts,81,"Red River Parish, Louisiana",8838,16.07829826,1421,MA
72,Wyoming,27,"Camuy Municipio, Puerto Rico",33949,16.07116557,5456,WY
36,Ohio,59,"Nassau County, New York",1354612,16.07057962,217694,OH
51,Wyoming,530,"Buena Vista city, Virginia",6666,16.06660666,1071,WY
1,Alabama,5,"Barbour County, Alabama",26932,16.05896332,4325,AL
55,Wyoming,39,"Fond du Lac County, Wisconsin",101920,16.05769231,16366,WY
50,Wisconsin,1,"Addison County, Vermont",36943,16.05716915,5932,WI
29,Nevada,133,"Mississippi County, Missouri",14208,16.05433559,2281,NV
16,Iowa,73,"Owyhee County, Idaho",11364,16.05068638,1824,IA
18,Kentucky,7,"Benton County, Indiana",8752,16.04204753,1404,KY
21,Maryland,79,"Garrard County, Kentucky",16976,16.04029218,2723,MD
13,Idaho,235,"Pulaski County, Georgia",11590,16.03968939,1859,ID
29,Nevada,189,"St. Louis County, Missouri",1001327,16.03811742,160594,NV
54,Wyoming,5,"Boone County, West Virginia",24000,16.0375,3849,WY
39,Pennsylvania,15,"Brown County, Ohio",44247,16.03724546,7096,PA
35,North Dakota,53,"Socorro County, New Mexico",17494,16.03406882,2805,ND
42,South Dakota,91,"Montgomery County, Pennsylvania",812970,16.03183389,130334,SD
29,Nevada,89,"Howard County, Missouri",10182,16.02828521,1632,NV
13,Idaho,43,"Candler County, Georgia",11031,16.0275587,1768,ID
39,Pennsylvania,21,"Champaign County, Ohio",39393,16.01045871,6307,PA
5,California,57,"Hempstead County, Arkansas",22336,16.01002865,3576,CA
28,Nebraska,91,"Marion County, Mississippi",26109,16.00980505,4180,NE
26,Missouri,103,"Marquette County, Michigan",67582,16.00870054,10819,MO
1,Alabama,95,"Marshall County, Alabama",94318,15.9969465,15088,AL
42,South Dakota,71,"Lancaster County, Pennsylvania",530216,15.99555653,84811,SD
51,Wyoming,29,"Buckingham County, Virginia",17068,15.99484415,2730,WY
26,Missouri,149,"St. Joseph County, Michigan",61022,15.98112156,9752,MO
39,Pennsylvania,1,"Adams County, Ohio",28229,15.97647809,4510,PA
22,Massachusetts,21,"Caldwell Parish, Louisiana",9990,15.97597598,1596,MA
1,Alabama,59,"Franklin County, Alabama",31634,15.96699753,5051,AL
13,Idaho,207,"Monroe County, Georgia",26915,15.96507524,4297,ID
54,Wyoming,79,"Putnam County, West Virginia",56596,15.96402573,9035,WY
6,Colorado,97,"Sonoma County, California",495078,15.96031332,79016,CO
23,Michigan,19,"Penobscot County, Maine",153437,15.95834121,24486,MI
31,New Jersey,33,"Cheyenne County, Nebraska",10077,15.9571301,1608,NJ
36,Ohio,117,"Wayne County, New York",92416,15.9561115,14746,OH
55,Wyoming,27,"Dodge County, Wisconsin",88547,15.94746293,14121,WY
48,Washington,57,"Calhoun County, Texas",21666,15.94664451,3455,WA
26,Missouri,155,"Shiawassee County, Michigan",69113,15.94634873,11021,MO
13,Idaho,175,"Laurens County, Georgia",47886,15.9378524,7632,ID
18,Kentucky,153,"Sullivan County, Indiana",21111,15.92534698,3362,KY
18,Kentucky,51,"Gibson County, Indiana",33668,15.92313176,5361,KY
21,Maryland,91,"Hancock County, Kentucky",8669,15.91879109,1380,MD
53,Wyoming,71,"Walla Walla County, Washington",59726,15.91601648,9506,WY
26,Missouri,25,"Calhoun County, Michigan",134790,15.90770829,21442,MO
55,Wyoming,133,"Waukesha County, Wisconsin",393873,15.90538067,62647,WY
35,North Dakota,39,"Rio Arriba County, New Mexico",39949,15.90527923,6354,ND
17,Kansas,17,"Cass County, Illinois",13254,15.90463256,2108,KS
1,Alabama,129,"Washington County, Alabama",16997,15.90280638,2703,AL
48,Washington,185,"Grimes County, Texas",26961,15.90074552,4287,WA
45,Utah,55,"Kershaw County, South Carolina",62722,15.90032206,9973,UT
26,Missouri,57,"Gratiot County, Michigan",41878,15.89378671,6656,MO
48,Washington,305,"Lynn County, Texas",5764,15.89174185,916,WA
55,Wyoming,19,"Clark County, Wisconsin",34518,15.88446608,5483,WY
37,Oklahoma,195,"Wilson County, North Carolina",81581,15.88360035,12958,OK
51,Wyoming,3,"Albemarle County, Virginia",103108,15.88043605,16374,WY
45,Utah,31,"Darlington County, South Carolina",67922,15.87409087,10782,UT
48,Washington,463,"Uvalde County, Texas",26952,15.87266251,4278,WA
27,Montana,17,"Carlton County, Minnesota",35443,15.86773129,5624,MT
72,Wyoming,93,"Maricao Municipio, Puerto Rico",6315,15.86698337,1002,WY
16,Iowa,43,"Fremont County, Idaho",12945,15.85940518,2053,IA
21,Maryland,49,"Clark County, Kentucky",35657,15.85102504,5652,MD
